"analysis_id","k","published_I2_percent","mada_reproduced_I2_percent","Psi_only_I2_percent","denominators_only_I2_percent","corrected_I2_percent","change_pp","pooled_sensitivity","pooled_specificity","var_mu_Se","var_mu_FPR","tau2_Se","tau2_FPR","rho"
"dragota_primary",6,71.8,71.7667808460611,92.2256504725639,67.0156957144875,90.4597136857896,18.6929328397285,0.767696408447397,0.711803386234889,0.102234910879013,0.130993350160168,0.571132552140542,0.72434447618016,-0.0582487788014241
"manetas_ppg",18,12.5,12.5281919515605,58.807256086578,12.2087238309346,58.0914065184109,45.5632145668505,0.951024045735906,0.962455121575466,0.054822305998121,0.0499099401035939,0.735860384590739,0.679582336014487,0.791380603969311
"manetas_ecg",32,9.2,9.22799529763673,59.9773890506496,7.1562128041999,53.1880365029383,43.9600412053016,0.923404800048072,0.962073282377083,0.044535440629431,0.0368538835438348,0.942812731056311,0.809387698509607,0.276013339709987
"pinto_global",14,14.4,14.4086189024505,47.1302221068113,16.190552856016,50.5680453443531,36.1594264419026,0.81146371215157,0.855462866192028,0.0554705461278729,0.193740368286163,0.355820447908658,2.11262959849804,-0.0834836750608761
"pinto_tccs_ischemic",8,0,0.00108453521075188,0.00269144199021916,0.00103301424335714,0.00256358669216395,0.00147905148141207,0.747648535550508,0.852320671110751,0.042779803890182,0.388480993179659,0.102655734536248,2.44295225756851,-0.999999999316995
"pinto_hemorrhagic",4,13.1,13.1185466694443,21.3502644367142,16.6985026411525,26.491637961839,13.3730912923947,0.878304639396019,0.924759706202819,0.481206066083013,0.639283515192892,1.3458356820016,1.99085066450279,0.896291424636183
